編號,動詞變化,詞語,語源,義項,詞類,等級,標籤,翻譯,TL,POJ,分類,近義詞,反義詞,相關詞,附註,,
3206,,뭐,,1700803,,B,,,,,,,,,,,
3206,,뭐,,1700804,,B,,,,,,,,,,,
3211,,뭘,,1700805,,B,,,,,,,,,,,
3216,,미국,,1700806,,B,,,,,,,,,,,
3216,,미국,,1700807,,I,,,,,,,,,,,
3221,,미누,,1700808,,B,,,,,,,,,,,
3226,,미래,,1700809,,B,,,,,,,,,,,
3231,,미리,,1700810,,B,,,,,,,,,,,
3236,,미술,,1700811,,I,,,,,,,,,,,
3241,,미술관,,1700812,,B,,,,,,,,,,,
3246,여불규칙,미안하다,8656,1700813,,B,,,,,,,,,,,
3251,규칙,미안합니다,,1700814,,B,,,,,,,,,,,
3256,,미용실,,1700815,,B,,,,,,,,,,,
3261,,미터,,1700816,,B,,,,,,,,,頭前加［漢語數字］。,,
3266,여불규칙,미한하다,8656,1700817,,B,,,,,,,,,,,
3271,,민속촌,,1700818,,B,,,,,,,,,,,
3276,,밀가루,,1700819,,B,,,,,,,,,,,
3281,규칙,밀리다,,1700820,,I,,,,,,,,,,,
3286,,밑,,1700821,,B,,,,,,,,,,,
3286,,밑,,1700822,,B,,,,,,,,,,,
3291,,바구니,,1700823,,B,,,,,,,,,,,
3296,규칙,바꾸다,,1700824,,B,,,,,,,,,,,
3296,규칙,바꾸다,,1700825,,B,,,,,,,,,,,
3301,규칙,바뀌다,,1700826,,B,,,,,,,,,,,
3306,,바나나,,1700827,,B,,,,,,,,,,,
3306,,바나나,,1700828,,B,,,,,,,,,,,
3306,,바나나,,1700829,,B,,,,,,,,,,,
3311,규칙,바다,,1700830,,B,,,,,,,,,,,
3311,규칙,바다,,1700831,,B,,,,,,,,,,,
3316,,바닷가,,1700832,,B,,,,,,,,,,,
3321,규칙,바라다,,1700833,,B,,,,,,,,,,,
3326,,바람,,1700834,,B,,,,,,,,,,,
3331,,바로,,1700835,,B,,,,,,,,,,,
3336,르불규칙,바르다,,1700836,,B,,,,,,,,,,,
3341,으탈락,바쁘다,,1700837,,B,,,,,,,,,,,
3341,으탈락,바쁘다,,1700838,,B,,,,,,,,,,,
3346,,바이올린,,1700839,,B,,,,,,,,,,,
3351,,바지,,1700840,,B,,,,,,,,,,,
3351,,바지,,1700841,,B,,,,,,,,,,,
3351,,바지,,1700842,,B,,,,,,,,,,,
3356,,박물관,,1700843,,B,,,,,,,,,,,
3361,,박수,,1700844,,B,,,,,,,,,,,
3366,,밖,,1700845,,B,,,,,,,,,,,
3366,,밖,,1700846,,B,,,,,,,,,,,
3366,,밖,,1700847,,B,,,,,,,,,,,
3371,,반,,1700848,,B,,,,,,,,,,,
3371,,반,,1700849,,B,,,,,,,,,,,
3376,ㅂ불규칙,반갑다,,1700850,,B,,,,,,,,,,,
3376,ㅂ불규칙,반갑다,,1700851,,B,,,,,,,,,,,
3376,ㅂ불규칙,반갑다,,1700852,,B,,,,,,,,,,,
3381,규칙,반갑습니다,,1700853,,B,,,,,,,,,,,
3386,,반년,,1700854,,B,,,,,,,,,,,
3391,,반달,,1700855,,I,,,,,,,,,,,
3396,,반바지,,1700856,,B,,,,,,,,,,,
3401,,반지,,1700857,,B,,,,,,,,,,,
3406,,반찬,,1700858,,B,,,,,,,,,,,
3411,규칙,받다,,1700859,,B,,,,,,,,,,,
3411,규칙,받다,,1700860,,B,,,,,,,,,,,
3416,,발,,1700861,,B,,,,,,,,,,,
3416,,발,,1700862,,B,,,,,,,,,,,
3421,,발가락,,1700863,,B,,,,,,,,,,,
3426,,발음,,1700864,,B,,,,,,,,,,,
3426,,발음,,1700865,,I,,,,,,,,,,,
3431,,발전,,1700866,,B,,,,,,,,,,,
3436,,발표,,1700867,,I,,,,,,,,,,,
3441,규칙,밝다,,1700868,,B,,,,,,,,,,,
3446,,밤,,1700869,,B,,,,,,,,,,,
3446,,밤,,1700870,,B,,,,,,,,,,,
3446,,밤,,1700871,,B,,,,,,,,,,,
3451,,밥,,1700872,,B,,,,,,,,,,,
3456,,방,,1700873,,B,,,,,,,,,,,
3456,,방,,1700874,,B,,,,,,,,,,,
3461,,방법,,1700875,,B,,,,,,,,,,,
3466,,방송,,1700876,,B,,,,,,,,,,,
3471,,방송국,,1700877,,B,,,,,,,,,,,
3476,,방학,,1700878,,B,,,,,,,,,,,
3476,,방학,,1700879,,B,,,,,,,,,,,
3481,,배,,1700880,,B,,,,,,,,,,,
3481,,배,,1700881,,B,,,,,,,,,,,
3481,,배,,1700882,,B,,,,,,,,,,,
3481,,배,,1700883,,B,,,,,,,,,,,
3486,으탈락,배고프다,,1700884,,I,,,,,,,,,,,
3491,,배구,,1700885,,I,,,,,,,,,,,
3496,,배달,,1700886,,B,,,,,,,,,,,
3501,르불규칙,배부르다,,1700887,,I,,,,,,,,,,,
3506,,배우,,1700888,,B,,,,,,,,,,,
3511,규칙,배우다,,1700889,動,B,,學,o̍h,o̍h,28認知感官,,41,,,,
3516,ㅂ불규칙,배웁다,,1700890,,B,,,,,,,,,,,
3521,,배탈,,1700891,,B,,,,,,,,,,,
3526,,백,,1700892,,B,,,,,,,,,,,
3526,,백,,1700893,,B,,,,,,,,,,,
3531,,백화점,,1700894,,B,,,,,,,,,,,
3531,,백화점,,1700895,,B,,,,,,,,,,,
3536,규칙,버리다,,1700896,,B,,,,,,,,,,,
3541,,버스,,1700897,,B,,,,,,,,,,,
3541,,버스,,1700898,,B,,,,,,,,,,,
3546,,번,,1700899,,B,,,,,,,,,,,
3546,,번,,1700900,,B,,,,,,,,,,,
3551,,번호,,1700901,,B,,,,,,,,,,,
3551,,번호,,1700902,,B,,,,,,,,,,,
3556,,벌,,1700903,,B,,,,,,,,,,,
3561,ㄹ탈락,벌다,,1700904,,B,,,,,,,,,,,
3566,,벌써,,1700905,,B,,,,,,,,,,,
3571,규칙,벗다,,1700906,,B,,,,,,,,,,,
3576,,벚꽃,,1700907,,B,,,,,,,,,,,
3581,,베이징,,1700908,,I,,,,,,,,,,,
3586,,베트남,,1700909,,I,,,,,,,,,,,
3591,,벽,,1700910,,B,,,,,,,,,,,
3591,,벽,,1700911,,B,,,,,,,,,,,
3596,,변호사,,1700912,,B,,,,,,,,,,,
3601,,별,,1700913,,B,,,,,,,,,,,
3606,,별로,,1700914,,B,,,,,,,,,,,
3611,,병,,1700915,,B,,,,,,,,,,,
3611,,병,,1700916,,B,,,,,,,,,,,
3616,,병원,,1700917,,B,,,,,,,,,,,
3616,,병원,,1700918,,B,,,,,,,,,,,
3616,,병원,,1700919,,B,,,,,,,,,,,
3621,규칙,보내다,,1700920,,B,,,,,,,,,,,
3621,규칙,보내다,,1700921,,B,,,,,,,,,,,
3626,규칙,보다,,1700922,,B,,,,,,,,,,,
3626,규칙,보다,,1700923,,B,,,,,,,,,,,
3631,,보다2,,1700924,,B,,,,,,,,,,,
3636,,보도,,1700925,,I,,,,,,,,,,,
3641,규칙,보이다,,1700926,,B,,,,,,,,,,,
3646,,보통,,1700927,,B,,,,,,,,,,,
3651,,복숭아,,1700928,,I,,,,,,,,,,,
3656,여불규칙,복잡하다,8656,1700929,,B,,,,,,,,,,,
3656,여불규칙,복잡하다,8656,1700930,,B,,,,,,,,,,,
3661,규칙,볶다,,1700931,,B,,,,,,,,,,,
3666,,볶음밥,,1700932,,B,,,,,,,,,,,
3671,,볼펜,,1700933,,B,,,,,,,,,,,
3671,,볼펜,,1700934,,B,,,,,,,,,,,
3676,,봄,,1700935,,B,,,,,,,,,,,
3676,,봄,,1700936,,B,,,,,,,,,,,
3676,,봄,,1700937,,B,,,,,,,,,,,
3681,,봉지,,1700938,,I,,,,,,,,,,,
3686,,봉투,,1700939,,B,,,,,,,,,,,
3691,ㅂ불규칙,뵙다,,1700940,,B,,,,,,,,,,,
3696,,부동산,,1700941,,I,,,,,,,,,,,
3701,ㅂ불규칙,부드럽다,,1700942,,B,,,,,,,,,,,
3706,르불규칙,부르다,,1700943,,B,,,,,,,,,,,
3711,,부모,,1700944,,B,,,,,,,,,,,
3711,,부모,,1700945,,I,,,,,,,,,,,
3716,,부모님,,1700946,,B,,,,,,,,,,,
3721,,부부,,1700947,,B,,,,,,,,,,,
3726,,부산,,1700948,,I,,,,,,,,,,,
3731,,부업,,1700949,,B,,,,,,,,,,,
3736,,부엌,,1700950,,B,,,,,,,,,,,
3736,,부엌,,1700951,,B,,,,,,,,,,,
3741,,부인,,1700952,,B,,,,,,,,,,,
3746,,부장,,1700953,,B,,,,,,,,,,,
3751,여불규칙,부지런하다,8656,1700954,,B,,,,,,,,,,,
3756,규칙,부치다,,1700955,,B,,,,,,,,,,,
3756,규칙,부치다,,1700956,,B,,,,,,,,,,,
3761,,부탁,,1700957,,B,,,,,,,,,,,
3766,여불규칙,부탁하다,8656,1700958,,B,,,,,,,,,,,
3771,,부터,,1700959,,B,,,,,,,,,,,
3776,,북쪽,,1700960,,B,,,,,,,,,,,
3781,,분,,1700961,,B,,,,,,,,,,,
3781,,분,,1700962,,B,,,,,,,,,,,
3786,,분위기,,1700963,,B,,,,,,,,,,,
3791,,불,,1700964,,B,,,,,,,,,,,
3796,,불고기,,1700965,,B,,,,,,,,,,,
3796,,불고기,,1700966,,B,,,,,,,,,,,
3801,ㄹ탈락,불다,,1700967,,B,,,,,,,,,,,
3806,,불어,,1700968,,B,,,,,,,,,,,
3811,여불규칙,불편하다,8656,1700969,,B,,,,,,,,,,,
3816,ㅅ불규칙,붓다,,1700970,,I,,,,,,,,,,,
3821,규칙,붙다,,1700971,,B,,,,,,,,,,,
3826,규칙,붙이다,,1700972,,B,,,,,,,,,,,
3831,,브라질,,1700973,,I,,,,,,,,,,,
3836,,블라우스,,1700974,,B,,,,,,,,,,,
3841,,비,,1700975,,B,,,,,,,,,,,
3841,,비,,1700976,,B,,,,,,,,,,,
3846,,비누,,1700977,,B,,,,,,,,,,,
3851,,비디오,,1700978,,B,,,,,,,,,,,
3851,,비디오,,1700979,,B,,,,,,,,,,,
3856,,비밀,,1700980,,B,,,,,,,,,,,
3861,,비빔밥,,1700981,,B,,,,,,,,,,,
3861,,비빔밥,,1700982,,B,,,,,,,,,,,
3866,여불규칙,비슷하다,8656,1700983,,B,,,,,,,,,,,
3871,규칙,비싸다,,1700984,,B,,,,,,,,,,,
3871,규칙,비싸다,,1700985,,B,,,,,,,,,,,
3876,,비행기,,1700986,,B,,,,,,,,,,,
3876,,비행기,,1700987,,B,,,,,,,,,,,
3881,,비행장,,1700988,,I,,,,,,,,,,,
3886,,빌딩,,1700989,,B,,,,,,,,,,,
3891,규칙,빌려주다,,1700990,,B,,,,,,,,,,,
3896,규칙,빌리다,,1700991,,B,,,,,,,,,,,
3896,규칙,빌리다,,1700992,,B,,,,,,,,,,,
3901,,빛,,1700993,,B,,,,,,,,,,,
3906,르불규칙,빠르다,,1700994,,B,,,,,,,,,,,
3906,르불규칙,빠르다,,1700995,,B,,,,,,,,,,,
3906,르불규칙,빠르다,,1700996,,B,,,,,,,,,,,
3911,,빨간색,,1700997,,B,,,,,,,,,,,
3916,ㅎ불규칙,빨갛다,,1700998,,B,,,,,22顏色,,,,,,
3921,ㄹ탈락,빨다,,1700999,,B,,,,,,,,191#1700045|5036,,,
3926,,빨래,,1701000,,B,,,,,,,,,,,
3931,,빨리,,1701001,,B,,,,,,,,,,,
3931,,빨리,,1701002,,B,,,,,,,,,,,
3936,,빵,,1701003,,B,,,,,,,,,,,
3936,,빵,,1701004,,B,,,,,,,,,,,
3941,,빵집,,1701005,,B,,,,,,,,,,,
3946,규칙,빼다,,1701006,,B,,,,,,,,,,,
3951,,뿌리,,1701007,,B,,,,,,,,,,,
3956,,뿐,,1701008,,B,,,,,,,,,,,
3961,,사,,1701009,,B,,,,,,,,,,,
3961,,사,,1701010,,B,,,,,,,,,,,
3966,,사거리,,1701011,,B,,,,,,,,,,,
3971,,사계절,,1701012,,B,,,,,,,,,,,
3976,,사고,,1701013,,B,,,,,,,,,,,
3981,,사과,KOR006,1701014,名,B,,蘋果，りんご，瓜果,phông-kó，lìn-gòo，kua-kó,phông-kó，lìn-gò͘，koa-kó,08植物,,,,,,
3982,,사과,KOR008,1701015,名,I,,失禮,sit-lé,sit-lé,,,,,,,
3986,규칙,사다,,1701016,,B,,,,,,,,,,,
3986,규칙,사다,,1701017,,B,,,,,,,,,,,
3991,,사람,,1701018,,B,,,,,,,,,,,
3991,,사람,,1701019,,B,,,,,,,,,,,
3991,,사람,,1701020,,B,,,,,,,,,,,
3996,,사랑,,1701021,,B,,,,,,,,,,,
4001,여불규칙,사랑하다,8656,1701022,,B,,,,,,,,,,,
4001,여불규칙,사랑하다,8656,1701023,,B,,,,,,,,,,,
4006,,사례,,1701024,,I,,,,,,,,,,,
4011,,사무실,,1701025,,B,,,,,,,,,,,
4016,,사물,,1701026,,I,,,,,,,,,,,
4021,,사십,,1701027,,B,,,,,,,,,,,
4026,,사업가,,1701028,,I,,,,,,,,,,,
4031,여불규칙,사용하다,8656,1701029,,B,,,,,,,,,,,
4036,,사원,,1701030,,B,,,,,,,,,,,
4041,,사월,,1701031,,B,,,,,,,,,,,
4046,,사이,,1701032,,B,,,,,,,,,,,
4046,,사이,,1701033,,B,,,,,,,,,,,
4051,규칙,사이다,,1701034,,B,,,,,,,,,,,
4056,,사이즈,,1701035,,B,,,,,,,,,,,
4061,여불규칙,사인하다,8656,1701036,,B,,,,,,,,,,,
4066,,사자,,1701037,,B,,,,,,,,,,,
4071,,사장,,1701038,,B,,,,,,,,,,,
4076,,사전,,1701039,,B,,,,,,,,,,,
4076,,사전,,1701040,,B,,,,,,,,,,,
4076,,사전,,1701041,,B,,,,,,,,,,,
4081,,사진,,1701042,,B,,,,,,,,,,,
4081,,사진,,1701043,,B,,,,,,,,,,,
4086,,사진기,,1701044,,B,,,,,,,,,,,
4091,,사촌,,1701045,,I,,,,,,,,,,,
4096,,사탕,,1701046,,B,,,,,,,,,,,
4101,,사흘,,1701047,,B,,,,,,,,,,,
4106,,산,,1701048,,B,,,,,,,,,,,
4106,,산,,1701049,,B,,,,,,,,,,,
4106,,산,,1701050,,B,,,,,,,,,,,
4111,,산책,,1701051,,B,,,,,,,,,,,
4116,,살,,1701052,,B,,,,,,,,,,,
4121,ㄹ탈락,살다,,1701053,,B,,,,,,,,,,,
4121,ㄹ탈락,살다,,1701054,,B,,,,,,,,,,,
4126,,삼,,1701055,,B,,,,,,,,,,,
4126,,삼,,1701056,,B,,,,,,,,,,,
4131,,삼거리,,1701057,,B,,,,,,,,,,,
4136,,삼계탕,,1701058,,B,,,,,,,,,,,
4141,,삼십,,1701059,,B,,,,,,,,,,,
4146,,삼월,,1701060,,B,,,,,,,,,,,
4151,,삼촌,,1701061,,B,,,,,,,,,,,
4156,,상관,,1701062,,I,,,,,,,,,,,
4161,,상자,,1701063,,B,,,,,,,,,,,
4166,,상처,,1701064,,B,,,,,,,,,,,
4171,,상품,,1701065,,B,,,,,,,,,,,
4171,,상품,,1701066,,B,,,,,,,,,,,
4176,,새,,1701067,,B,,,,,,,,,,,
4176,,새,,1701068,,B,,,,,,,,,,,
4181,,새로,,1701069,,B,,,,,,,,,,,
4186,,새벽,,1701070,,B,,,,,,,,,,,
4191,,새우,,1701071,,I,,,,,,,,,,,
4196,,색,,1701072,,B,,,,,,,,,,,
4201,,색깔,,1701073,,B,,,,,,,,,,,
4206,,샌드위치,,1701074,,B,,,,,,,,,,,
4211,,생각,,1701075,,B,,,,,,,,,,,
4216,규칙,생각되다,,1701076,,B,,,,,,,,,,,
4221,여불규칙,생각하다,8656,1701077,,B,,,,,,,,,,,
4226,규칙,생기다,,1701078,,B,,,,,,,,,,,
4231,,생선,,1701079,,B,,,,,,,,,,,
4236,,생신,,1701080,,B,,,,,,,,,,,
4241,,생일,,1701081,,B,,,,,,,,,,,
4241,,생일,,1701082,,B,,,,,,,,,,,
4246,,생활,,1701083,,B,,,,,,,,,,,
4246,,생활,,1701084,,B,,,,,,,,,,,
4251,여불규칙,샤워하다,8656,1701085,,B,,,,,,,,,,,
4256,,샴푸,,1701086,,I,,,,,,,,,,,
4261,규칙,서다,,1701087,,B,,,,,,,,,,,
4261,규칙,서다,,1701088,,B,,,,,,,,,,,
4261,규칙,서다,,1701089,,B,,,,,,,,,,,
4266,,서로,,1701090,,B,,,,,,,,,,,
4271,,서류,,1701091,,B,,,,,,,,,,,
4276,,서른,,1701092,,B,,,,,,,,,,,
4281,,서비스,,1701093,,B,,,,,,,,,,,
4286,,서양,,1701094,,B,,,,,,,,,,,
4291,,서울,,1701095,,I,,,,,,,,,,,
4296,,서울역,,1701096,,I,,,,,,,,,,,
4301,,서점,,1701097,,B,,,,,,,,,,,
4301,,서점,,1701098,,B,,,,,,,,,,,
4306,,서쪽,,1701099,,B,,,,,,,,,,,
4311,,선물,,1701100,,B,,,,,,,,,,,
4311,,선물,,1701101,,B,,,,,,,,,,,
4316,,선배,,1701102,,B,,,,,,,,,,,
4321,,선생님,,1701103,,B,,,,,,,,,,,
4321,,선생님,,1701104,,B,,,,,,,,,,,
4326,,선수,,1701105,,B,,,,,,,,,,,
4331,여불규칙,선택하다,8656,1701106,,B,,,,,,,,,,,
4336,,선풍기,,1701107,,B,,,,,,,,,,,
4341,,설거지,,1701108,,B,,,,,,,,,,,
4346,,설날,,1701109,,B,,,,,,,,,,,
4351,,설렁탕,,1701110,,B,,,,,,,,,,,
4356,,설명,,1701111,,B,,,,,,,,,,,
4361,여불규칙,설명하다,8656,1701112,,B,,,,,,,,,,,
4366,,설악산,,1701113,,I,,,,,,,,,,,
4371,,설탕,,1701114,,B,,,,,,,,,,,
4376,,섬,,1701115,,B,,,,,,,,,,,
4381,,성,,1701116,,B,,,,,,,,,,,
4386,,성격,,1701117,,B,,,,,,,,,,,
4391,,성함,,1701118,,B,,,,,,,,,,,
4396,,세,,1701119,,B,,,,,,,,,,,
4401,,세계,,1701120,,B,,,,,,,,,,,
4401,,세계,,1701121,,B,,,,,,,,,,,
4401,,세계,,1701122,,B,,,,,,,,,,,
4406,여불규칙,세수하다,8656,1701123,,B,,,,,,,,,,,
4406,여불규칙,세수하다,8656,1701124,,B,,,,,,,,,,,
4411,규칙,세우다,,1701125,,B,,,,,,,,,,,
4416,여불규칙,세일하다,8656,1701126,,I,,,,,,,,,,,
4421,,세탁기,,1701127,,B,,,,,,,,,,,
4426,,세탁소,,1701128,,B,,,,,,,,,,,
4431,,센터,,1701129,,B,,,,,,,,,,,
4436,,센티미터,,1701130,,B,,,,,,,,,,,
4441,,셋,,1701131,,B,,,,,,,,,,,
4441,,셋,,1701132,,B,,,,,,,,,,,
4446,,셋째,,1701133,,B,,,,,,,,,,,
4451,,셔츠,,1701134,,B,,,,,,,,,,,
4456,,소,,1701135,,B,,,,,,,,,,,
4456,,소,,1701136,,B,,,,,,,,,,,
4461,,소개,,1701137,,B,,,,,,,,,,,
4461,,소개,,1701138,,B,,,,,,,,,,,
4466,여불규칙,소개하다,8656,1701139,,B,,,,,,,,,,,
4471,,소고기,,1701140,,B,,,,,,,,,,,
4476,,소금,,1701141,,B,,,,,,,,,,,
4481,,소나무,,1701142,,B,,,,,,,,,,,
4486,,소리,,1701143,,B,,,,,,,,,,,
4491,,소설,,1701144,,B,,,,,,,,,,,
4496,,소설가,,1701145,,I,,,,,,,,,,,
4501,,소식,,1701146,,B,,,,,,,,,,,
4506,,소쿠리,,1701147,,B,,,,,,,,,,,
4511,,소파,,1701148,,B,,,,,,,,,,,
4516,,소포,,1701149,,B,,,,,,,,,,,
4521,,소풍,,1701150,,B,,,,,,,,,,,
4526,,소화제,,1701151,,B,,,,,,,,,,,
4531,,속,,1701152,,B,,,,,,,,,,,
4536,,손,,1701153,,B,,,,,,,,,,,
4541,,손가락,,1701154,,B,,,,,,,,,,,
4546,,손님,,1701155,,B,,,,,,,,,,,
4546,,손님,,1701156,,B,,,,,,,,,,,
4551,,손수건,,1701157,,B,,,,,,,,,,,
4556,,송이,,1701158,,I,,,,,,,,,,,
4561,,쇼핑,,1701159,,B,,,,,,,,,,,
4566,,수,,1701160,,B,,,,,,,,,,,
4571,,수건,,1701161,,B,,,,,,,,,,,
4576,,수도,,1701162,,I,,,,,,,,,,,
4581,,수돗물,,1701163,,I,,,,,,,,,,,
4586,,수박,,1701164,,B,,,,,,,,,,,
4591,여불규칙,수술하다,8656,1701165,,B,,,,,,,,,,,
4596,,수업,,1701166,,B,,,,,,,,,,,
4596,,수업,,1701167,,B,,,,,,,,,,,
4601,,수영,,1701168,,B,,,,,,,,,,,
4606,,수영복,,1701169,,B,,,,,,,,,,,
4611,,수영장,,1701170,,B,,,,,,,,,,,
4611,,수영장,,1701171,,B,,,,,,,,,,,
4616,여불규칙,수영하다,8656,1701172,,B,,,,,,,,,,,
4621,,수요일,,1701173,,B,,,,,,,,,,,
4621,,수요일,,1701174,,B,,,,,,,,,,,
4626,,수저,,1701175,,B,,,,,,,,,,,
4631,,수첩,,1701176,,B,,,,,,,,,,,
4631,,수첩,,1701177,,B,,,,,,,,,,,
4636,,수학,,1701178,,I,,,,,,,,,,,
4641,,숙제,,1701179,,B,,,,,,,,,,,
4641,,숙제,,1701180,,B,,,,,,,,,,,
4646,,순서,,1701181,,B,,,,,,,,,,,
4646,,순서,,1701182,,B,,,,,,,,,,,
4651,,숟가락,,1701183,,B,,,,,,,,,,,
4651,,숟가락,,1701184,,B,,,,,,,,,,,
4656,,술,,1701185,,B,,,,,,,,,,,
4656,,술,,1701186,,B,,,,,,,,,,,
4661,,숲,,1701187,,B,,,,,,,,,,,
4666,규칙,쉬다,,1701188,,B,,,,,,,,,,,
4666,규칙,쉬다,,1701189,,B,,,,,,,,,,,
4671,,쉰,,1701190,,B,,,,,,,,,,,
4676,ㅂ불규칙,쉽다,,1701191,,B,,,,,,,,,,,
4676,ㅂ불규칙,쉽다,,1701192,,B,,,,,,,,,,,
4681,,슈퍼마켓,,1701193,,B,,,,,,,,,,,
4686,,스물,,1701194,,B,,,,,,,,,,,
4691,,스웨터,,1701195,,B,,,,,,,,,,,
4696,,스케이트,,1701196,,B,,,,,,,,,,,
4701,,스키,,1701197,,B,,,,,,,,,,,
4701,,스키,,1701198,,B,,,,,,,,,,,
4706,,스키장,,1701199,,B,,,,,,,,,,,
4711,,스타,,1701200,,B,,,,,,,,,,,
4716,,스타킹,,1701201,,I,,,,,,,,,,,
4721,,스트레스,,1701202,,B,,,,,,,,,,,
4726,,스페인어,,1701203,,I,,,,,,,,,,,
4731,,스포츠,,1701204,,B,,,,,,,,,,,
4736,여불규칙,슬퍼하다,8656,1701205,,B,,,,,,,,,,,
4741,으탈락,슬프다,,1701206,,B,,,,,,,,,,,
4741,으탈락,슬프다,,1701207,,B,,,,,,,,,,,
4746,,습관,,1701208,,B,,,,,,,,,,,
4751,,시,,1701209,,B,,,,,,,,,,,
4751,,시,,1701210,,B,,,,,,,,,,,
4756,,시간,,1701211,,B,,,,,,,,,,,
4756,,시간,,1701212,,B,,,,,,,,,,,
4756,,시간,,1701213,,B,,,,,,,,,,,
4761,,시간표,,1701214,,B,,,,,,,,,,,
4761,,시간표,,1701215,,B,,,,,,,,,,,
4766,,시계,,1701216,,B,,,,,,,,,,,
4766,,시계,,1701217,,B,,,,,,,,,,,
4771,,시골,,1701218,,B,,,,,,,,,,,
4771,,시골,,1701219,,B,,,,,,,,,,,
4776,ㅂ불규칙,시끄럽다,,1701220,,B,,,,,,,,,,,
4781,,시내,,1701221,,B,,,,,,,,,,,
4781,,시내,,1701222,,B,,,,,,,,,,,
4786,규칙,시다,,1701223,,B,,,,,,,,,,,
4791,,시디,,1701224,,I,,,,,,,,,,,
4796,,시민,,1701225,,B,,,,,,,,,,,
4801,,시설,,1701226,,I,,,,,,,,,,,
4806,,시외,,1701227,,I,,,,,,,,,,,
4811,여불규칙,시원하다,8656,1701228,,B,,,,,,,,,,,
4816,,시월,,1701229,,B,,,,,,,,,,,
4816,,시월,,1701230,,B,,,,,,,,,,,
4821,,시작,,1701231,,B,,,,,,,,,,,
4826,규칙,시작되다,,1701232,,B,,,,,,,,,,,
4831,여불규칙,시작하다,8656,1701233,,B,,,,,,,,,,,
4831,여불규칙,시작하다,8656,1701234,,B,,,,,,,,,,,
4836,,시장,,1701235,,B,,,,,,,,,,,
4836,,시장,,1701236,,B,,,,,,,,,,,
4836,,시장,,1701237,,B,,,,,,,,,,,
4841,,시청,,1701238,,B,,,,,,,,,,,
4846,규칙,시키다,,1701239,,B,,,,,,,,,,,
4851,,시험,,1701240,,B,,,,,,,,,,,
4851,,시험,,1701241,,B,,,,,,,,,,,
4856,규칙,시험보다,,1701242,,B,,,,,,,,,,,
4861,,식당,,1701243,,B,,,,,,,,,,,
4861,,식당,,1701244,,B,,,,,,,,,,,
4861,,식당,,1701245,,B,,,,,,,,,,,
4866,,식사,,1701246,,B,,,,,,,,,,,
4871,여불규칙,식사하다,8656,1701247,,B,,,,,,,,,,,
4876,,식탁,,1701248,,B,,,,,,,,,,,
4881,,신,,1701249,,B,,,,,,,,,,,
4886,규칙,신다,,1701250,,B,,,,,,,,,,,
4886,규칙,신다,,1701251,,B,,,,,,,,,,,
4891,,신문,,1701252,,B,,,,,,,,,,,
4891,,신문,,1701253,,B,,,,,,,,,,,
4896,,신발,,1701254,,B,,,,,,,,,,,
4896,,신발,,1701255,,B,,,,,,,,,,,
4901,,신청서,,1701256,,I,,,,,,,,,,,
4906,여불규칙,신청하다,8656,1701257,,B,,,,,,,,,,,
4911,,실례,,1701258,,B,,,,,,,,,,,
4911,,실례,,1701259,,B,,,,,,,,,,,
4916,여불규칙,실례하다,8656,1701260,,B,,,,,,,,,,,
4921,,실수,,1701261,,B,,,,,,,,,,,
4926,규칙,싫다,,1701262,,B,,,,,,,,,,,
4931,여불규칙,싫어하다,8656,1701263,,B,,,,,,,,,,,
4931,여불규칙,싫어하다,8656,1701264,,B,,,,,,,,,,,
4936,여불규칙,심하다,8656,1701265,,B,,,,,,,,,,,
4941,,십,,1701266,,B,,,,,,,,,,,
4946,,십이월,,1701267,,B,,,,,,,,,,,
4951,,십일월,,1701268,,B,,,,,,,,,,,
4956,ㅂ불규칙,싱겁다,,1701269,,B,,,,,,,,,,,
4961,규칙,싶다,,1701270,,B,,,,,,,,,,,
4961,규칙,싶다,,1701271,,B,,,,,,,,,,,
4966,규칙,싸다,,1701272,,B,,,,,,,,,,,
4966,규칙,싸다,,1701273,,B,,,,,,,,,,,
4971,규칙,싸우다,,1701274,,B,,,,,,,,,,,
4971,규칙,싸우다,,1701275,,B,,,,,,,,,,,
4976,,쌀,,1701276,,B,,,,,,,,,,,
4976,,쌀,,1701277,,B,,,,,,,,,,,
4981,,쌀밥,,1701278,,B,,,,,,,,,,,
4986,규칙,쌓다,,1701279,,B,,,,,,,,,,,
4991,규칙,쌓이다,,1701280,,I,,,,,,,,,,,
4996,ㄹ탈락,썰다,,1701281,,B,,,,,,,,,,,
5001,,쓰기,,1701282,,I,,,,,,,,,,,
5006,으탈락,쓰다,,1701283,,B,,,,,,,,,,,
5006,으탈락,쓰다,,1701284,,B,,,,,,,,,,,
5006,으탈락,쓰다,,1701285,,B,,,,,,,,,,,
5011,,쓰레기,,1701286,,B,,,,,,,,,,,
5016,규칙,쓰이다,,1701287,,I,,,,,,,,,,,
5021,,씨,,1701288,,B,,,,,,,,,,,
5021,,씨,,1701289,,B,,,,,,,,,,,
5026,,씩,,1701290,,I,,,,,,,,,,,
5031,규칙,씹다,,1701291,,B,,,,,,,,,,,
5031,규칙,씹다,,1701292,,B,,,,,,,,,,,
5036,규칙,씻다,,1701293,,B,,,,,,,,191#1700045|3921,,,
5041,,아가,,1701294,,B,,,,,,,,,,,
5046,,아가씨,,1701295,,B,,,,,,,,,,,
